CVE_ART,DESCR,LIN_PROD,CON_SERIE,UNI_MED,UNI_EMP,CTRL_ALM,TIEM_SURT,STOCK_MIN,STOCK_MAX,TIP_COSTEO,NUM_MON,FCH_ULTCOM,COMP_X_REC,FCH_ULTVTA,PEND_SURT,EXIST,COSTO_PROM,ULT_COSTO,CVE_OBS,TIPO_ELE,UNI_ALT,FAC_CONV,APART,CON_LOTE,CON_PEDIMENTO,PESO,VOLUMEN,CVE_ESQIMPU,CVE_BITA,VTAS_ANL_C,VTAS_ANL_M,COMP_ANL_C,COMP_ANL_M,PREFIJO,TALLA,COLOR,CUENT_CONT,CVE_IMAGEN,BLK_CST_EXT,STATUS,MAN_IEPS,APL_MAN_IMP,CUOTA_IEPS,APL_MAN_IEPS,UUID,VERSION_SINC,VERSION_SINC_FECHA_IMG,CVE_PRODSERV,CVE_UNIDAD,EDO_PUBL_ML,CVE_PUBL_ML,CONDICION_ML,TIPO_PUBL_ML,MODO_ENVIO_ML,LARGO_ML,ALTO_ML,ANCHO_ML,ENVIO_ML,CATEG_ML,CAMPOS_CATEG_ML,DISPONIBLE_PUBL,CVE_CATE_ML,LAST_UPDATE_ML,F_CREA_ML,IMAGEN_ML
TUERCAHEXCL8,"TUERCA HEXAGONAL CL8 8PZ, 8,12,10,16",HERRA,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,TUERCAHEXCL8,N,A,N,1,0,C,BC706E66-E5AF-4512-9815-8B11FDC20ACF,2020-06-19 15:55:15,2020-06-19 15:55:13,31161700,H87,,,,,,,,,,,,,,,,
VENTANA1,VENTANA 110X80 ALUMINIO,PROD,N,PZ,1,P2-ANA-01,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,BA19F460-1D14-479C-8AEA-28E4B3050BEB,2020-06-19 12:40:39,,30171600,H87,,,,,,,,,,,,,,,,
VENTANA3,VENTANA 60X25 ALUMINIO,PROD,N,PZ,1,P1-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,047AED06-6434-4735-9AFE-45EADF41AFC9,2020-06-19 12:40:39,,30171600,H87,,,,,,,,,,,,,,,,
VENTANA2,VENTANA 85X50 ALUMINIO,PROD,N,PZ,1,P2-ANA-03,15,0,0,E,1,,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,0FFDD9AA-E27E-4D3F-9DC9-29B04E767819,2020-06-19 12:40:39,,30171600,H87,,,,,,,,,,,,,,,,
SERV-012,FACTURACIÓN GLOBAL Y COMPROBANTES FISCAL,SERV,N,No aplica,0,"",0,0,0,P,1,,0,2020-06-30 00:00:00,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,6,0,0,0,,,,,,N,A,N,1,0,C,76A29B90-8971-4AC8-B6A3-565E1B98554F,2020-06-30 10:54:50,,1010101,H87,,,,,,,,,,,,,,,,
SERV-007,INSTALACION DE TALADRO DE COLUMNA,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,D2F161DE-D8E9-4E73-A59D-0EA0192B30BE,2020-06-19 17:04:07,,72121006,HUR,,,,,,,,,,,,,,,,
SERV-010,MANTENIMIENTO DE EQUIPO DE COMPUTO,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,24F8666C-10E8-4398-9D57-C435BF755E38,2020-06-19 17:04:07,,81112300,HUR,,,,,,,,,,,,,,,,
SERV-006,MANTENIMIENTO DE MAQUINARIA,SERV,N,No aplica,0,"",0,0,0,P,1,2020-04-10 00:00:00,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,1,1425,,,,,,N,A,N,1,0,C,D6C09925-DFBC-455C-BEBA-39EA22267AE5,2020-06-19 17:04:07,,72141701,HUR,,,,,,,,,,,,,,,,
SERV-PAR,PARCIALIDADES SERVICIO,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,413986C3-A7C2-4AF9-AE65-72F49A7999F2,2020-06-19 17:04:07,,1010101,HUR,,,,,,,,,,,,,,,,
SERV-008,SERVICIO DE FLETE,SERV,N,No aplica,0,"",0,0,0,P,1,2019-12-15 00:00:00,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,-1,0,,,,,,N,A,N,1,0,C,EACE6A28-4081-4B25-9035-C82AD1413344,2020-06-19 17:04:07,,78101800,H87,,,,,,,,,,,,,,,,
SERV-FLETE,SERVICIO PARA EL MANEJO DE FLETE,SERV,N,No aplica,0,"",0,0,0,P,1,2020-06-21 00:00:00,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,1,5320.4,,,,,,N,A,N,1,0,C,1F0CFEED-5E0E-47E3-A53C-153C975A052F,2020-06-19 17:04:07,,78141501,HUR,,,,,,,,,,,,,,,,
SERV-005,SERVICIO POR REPARACION,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,1A0047CD-0F13-424D-A78C-FAA2C58249C1,2020-06-19 17:04:07,,72103301,HUR,,,,,,,,,,,,,,,,
SERV-ABIEN,ANTICIPO DEL BIEN O SERVICIO,SERV,N,No aplica,0,"",0,0,0,P,1,,0,2020-06-24 00:00:00,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,1,480.00000000000006,0,0,,,,,,N,A,N,1,0,C,73D3D684-CA49-48A9-BC87-C8C99A4D5980,2020-06-24 20:31:33,,84111506,ACT,,,,,,,,,,,,,,,,
SERV-ANT,APLICACIÓN DE ANTICIPO,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,62C79BEA-B507-40AB-8C48-8F94CE613CE8,2020-06-24 20:40:37,,84111506,ACT,,,,,,,,,,,,,,,,
SERV-DESC,DESCUENTOS,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,7F485F2D-7E5A-413A-BABE-DF7243D2912F,2020-06-24 18:39:37,,84111506,ACT,,,,,,,,,,,,,,,,
SERV-BON,BONIFICACIONES,SERV,N,No aplica,0,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,2A895465-6E63-450A-9FC1-7D6A37F7CB76,2020-06-24 17:28:27,,80141629,ACT,,,,,,,,,,,,,,,,
SERV-001,INSTALACION DE ENERGIA ELECTRICA,SERV,N,No aplica,1,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,7CF73C47-F22E-4ED9-9671-C0A382FED920,2020-06-19 17:04:07,,72103301,HUR,,,,,,,,,,,,,,,,
SERV-002,CORTE DE MADERA,SERV,N,No aplica,1,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,E02C7D2C-09CE-4792-9FE1-DDE2A3652827,2020-06-19 17:04:07,,72103301,H87,,,,,,,,,,,,,,,,
SERV-003,CORTE DE CERAMICA,SERV,N,No aplica,1,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,420A7939-0B78-418D-BCDE-396C09DBD334,2020-06-19 17:04:07,,72103301,H87,,,,,,,,,,,,,,,,
SERV-004,CORTE DE LAMINA,SERV,N,No aplica,1,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,80785909-3BAF-4DC6-8613-0218B547E7D1,2020-06-19 17:04:07,,72103301,H87,,,,,,,,,,,,,,,,
SERV-009,DESCUENTO POR VOLUMEN DE COMPRA,SERV,N,No aplica,1,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,10FA6564-07F1-4556-85B4-3BF2AFC1D0D2,2020-06-19 17:04:07,,1010101,H87,,,,,,,,,,,,,,,,
SERV-011,DESCUENTO POR POR PRONTO PAGO,SERV,N,No aplica,1,"",0,0,0,P,1,,0,,0,0,0,0,0,S,No aplica,1,0,N,N,0,0,1,,0,0,0,0,,,,,,N,A,N,1,0,C,311AF484-1AF4-4687-BDB0-D7521EB654AC,2020-06-19 17:04:07,,1010101,H87,,,,,,,,,,,,,,,,
BROC,BROCAS/TALADRO,BROCA,N,PZ,1,"",0,0,0,E,1,,0,,0,0,0,0,0,G,PZ,1,0,N,N,0,0,1,,0,0,100,182818,BROC,,,,BROC,N,A,N,1,0,C,D4169211-F748-4D51-B377-BF2F541D7D12,2020-06-19 18:07:53,2020-06-19 18:07:52,20111614,H87,,,,,,1,1,1,,"",,,,,,
BROC10x110mm,BROCAS/TALADRO 10x 110mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,2019-12-23 00:00:00,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,10x,110mm,,BROC10X110MM,N,A,N,1,0,C,991654CC-B919-499D-838B-765C4AC6C47B,2020-06-22 10:25:59,2020-06-19 18:08:17,,,,,,,,,,,,,,,,,,
BROC10x160mm,BROCAS/TALADRO 10x 160mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,10x,160mm,,BROC10X160MM,N,A,N,1,0,C,3559C05E-9731-4126-8211-9748C7BDD6DE,2020-06-21 22:11:19,2020-06-19 18:08:34,,,,,,,,,,,,,,,,,,
BROC10x210mm,BROCAS/TALADRO 10x 210mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,10x,210mm,,BROC10X210MM,N,A,N,1,0,C,8205DC22-F3CF-4224-A1AE-E66652B6B3D1,2020-06-21 22:11:19,2020-06-19 18:08:47,,,,,,,,,,,,,,,,,,
BROC10x260mm,BROCAS/TALADRO 10x 260mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,10x,260mm,,BROC10X260MM,N,A,N,1,0,C,D9389EC2-C950-4B3B-9DF3-19FC08D41E5D,2020-06-21 22:11:19,2020-06-19 18:09:00,,,,,,,,,,,,,,,,,,
BROC5x110mm,BROCAS/TALADRO 5x 110mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,5x,110mm,,BROC5X110MM,N,A,N,1,0,C,CF4494FC-408B-4965-8DF5-5F308D1E5A4A,2020-06-21 22:11:19,2020-06-19 18:09:16,,,,,,,,,,,,,,,,,,
BROC5x160mm,BROCAS/TALADRO 5x 160mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,5x,160mm,,BROC5X160MM,N,A,N,1,0,C,9B031D41-497F-4FD0-986A-036F4CEA809B,2020-06-21 22:08:51,2020-06-19 18:09:49,,,,,,,,,,,,,,,,,,
BROC5x210mm,BROCAS/TALADRO 5x 210mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,5x,210mm,,BROC5X210MM,N,A,N,1,0,C,6C220C10-E77F-461D-8CC5-278234366889,2020-06-21 22:08:51,2020-06-19 18:09:58,,,,,,,,,,,,,,,,,,
BROC5x260mm,BROCAS/TALADRO 5x 260mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,5x,260mm,,BROC5X260MM,N,A,N,1,0,C,E493B7E2-A829-4B7A-92A0-24A43C1CB78A,2020-06-21 22:08:52,2020-06-19 18:10:26,,,,,,,,,,,,,,,,,,
BROC6x110mm,BROCAS/TALADRO 6x 110mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,6x,110mm,,BROC6X110MM,N,A,N,1,0,C,9F5E28C7-2320-4721-B338-0AD42BDFD4A8,2020-06-21 22:08:52,2020-06-19 18:10:55,,,,,,,,,,,,,,,,,,
BROC6x160mm,BROCAS/TALADRO 6x 160mm,BROCA,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,5,,0,15,1487.9533333333336,969,0,P,PZ,1,0,N,N,0,0,1,,0,0,10,18281.8,BROC,6x,160mm,,BROC6X160MM,N,A,N,1,0,C,D6E4B342-EBD1-4DAB-A330-BA2DEB133789,2020-06-21 22:08:52,2020-06-19 18:11:59,,,,,,,,,,,,,,,,,,
BROC6x210mm,BROCAS/TALADRO 6x 210mm,BROCA,N,PZ,1,,0,0,0,E,1,1899-12-30 00:00:00,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,BROC,6x,210mm,,BROC6X210MM,N,A,N,1,0,C,341A6B03-5AF4-4E43-AAF7-FD459040FCE7,2020-06-19 18:11:32,2020-06-19 18:11:30,,,,,,,,,,,,,,,,,,
BROC6x260mm,BROCAS/TALADRO 6x 260mm,BROCA,N,PZ,1,,0,0,0,E,1,1899-12-30 00:00:00,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,BROC,6x,260mm,,BROC6X260MM,N,A,N,1,0,C,8981FF1E-C02F-4970-B4BA-32F73E35E85D,2020-06-19 18:12:24,2020-06-19 18:12:23,,,,,,,,,,,,,,,,,,
BROC8x110mm,BROCAS/TALADRO 8x 110mm,BROCA,N,PZ,1,,0,0,0,E,1,1899-12-30 00:00:00,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,BROC,8x,110mm,,BROC8X110MM,N,A,N,1,0,C,85D517BE-E340-4343-B649-3DD816702CF0,2020-06-19 18:11:14,2020-06-19 18:11:13,,,,,,,,,,,,,,,,,,
BROC8x160mm,BROCAS/TALADRO 8x 160mm,BROCA,N,PZ,1,,0,0,0,E,1,1899-12-30 00:00:00,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,BROC,8x,160mm,,BROC8X160MM,N,A,N,1,0,C,B8FD0DB8-388E-4D2E-AB97-20BA7928CC31,2020-06-19 18:12:10,2020-06-19 18:12:10,,,,,,,,,,,,,,,,,,
BROC8x210mm,BROCAS/TALADRO 8x 210mm,BROCA,N,PZ,1,,0,0,0,E,1,1899-12-30 00:00:00,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,BROC,8x,210mm,,BROC8X210MM,N,A,N,1,0,C,DDCDBD31-EA0D-43A7-8827-F0D7A1DDF0E6,2020-06-19 18:11:46,2020-06-19 18:11:45,,,,,,,,,,,,,,,,,,
BROC8x260mm,BROCAS/TALADRO 8x 260mm,BROCA,N,PZ,1,,0,0,0,E,1,1899-12-30 00:00:00,0,,0,0,0,0,0,P,PZ,1,0,N,N,0,0,1,,0,0,0,0,BROC,8x,260mm,,BROC8X260MM,N,A,N,1,0,C,483D3427-79D5-4D8B-A74F-56A0A54F5C03,2020-06-19 18:12:39,2020-06-19 18:12:37,,,,,,,,,,,,,,,,,,
TORNILLO,TORNILLOS,TORNI,N,PZ,1,"",0,0,0,E,1,,0,,0,0,0,0,0,G,PZ,1,0,N,N,0,0,1,,0,0,190,19357.200645240002,TORNILLO,,,,TORNILLO,N,A,N,1,0,C,D2E9BEF1-3C37-4F67-82A5-2368FA259A90,2020-06-19 18:16:21,2020-06-19 18:15:31,31161500,H87,,,,,,1,1,1,,"",,,,,,
TORNILLOMA4X20,TORNILLOS MADERA 4X20,TORNI,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,0,2020-06-24 00:00:00,10,35,55.306285714285714,61.2978,0,P,PZ,1,10,N,N,0,0,1,,10,27.155069370000003,30,1935.7200000000003,TORNILLO,MA,4X20,,TORNILLOMA4X20,N,A,N,1,0,C,98BFE9C4-8164-40C3-9FA8-FED7C30492EF,2020-06-24 14:17:55,2020-06-19 18:18:02,31161500,H87,,,,,,,,,,,,,,,,
TORNILLOMA4x30,TORNILLOS MADERA 4x30,TORNI,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,0,2020-06-24 00:00:00,10,35,55.306285714285714,61.2978,0,P,PZ,1,10,N,N,0,0,1,,10,45.25838064,30,1935.7200000000003,TORNILLO,MA,4x30,,TORNILLOMA4X30,N,A,N,1,0,C,BC50C96A-7EBE-4395-BF15-B953242B3EDC,2020-06-24 14:17:55,2020-06-19 18:17:53,31161500,H87,,,,,,,,,,,,,,,,
TORNILLOMA4x40,TORNILLOS MADERA 4x40,TORNI,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,0,2020-06-24 00:00:00,10,35,55.306285714285714,61.2978,0,P,PZ,1,10,N,N,0,0,1,,10,116.85000000000001,30,1935.7200000000003,TORNILLO,MA,4x40,,TORNILLOMA4X40,N,A,N,1,0,C,55D292B7-68A6-44D0-B7C8-FC6BD3A7663A,2020-06-24 18:27:10,2020-06-19 18:17:42,31161500,H87,,,,,,,,,,,,,,,,
TORNILLOME4X20,TORNILLOS METAL 4X20,TORNI,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,0,,0,45,43.016,61.2978,0,P,PZ,1,0,N,N,0,0,1,,0,0,30,1935.7200000000003,TORNILLO,ME,4X20,,TORNILLOME4X20,N,A,N,1,0,C,C08A2C9B-721A-4C3F-93FE-5EA0737B3873,2020-06-24 14:15:20,2020-06-19 18:17:12,31161500,H87,,,,,,,,,,,,,,,,
TORNILLOME4x30,TORNILLOS METAL 4x30,TORNI,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,0,,0,45,43.016,61.2978,0,P,PZ,1,0,N,N,0,0,1,,0,0,30,1935.7200000000003,TORNILLO,ME,4x30,,TORNILLOME4X30,N,A,N,1,0,C,F178A18E-2EE3-437C-80B7-3D8AE8440B47,2020-06-24 14:15:06,2020-06-19 18:17:02,31161500,H87,,,,,,,,,,,,,,,,
TORNILLOME4x40,TORNILLOS METAL 4x40,TORNI,N,PZ,1,,0,0,0,E,1,2019-12-01 00:00:00,0,2019-12-01 00:00:00,0,55,175.97454545454548,61.2978,0,P,PZ,1,0,N,N,0,0,1,,0,0,40,9678.6,TORNILLO,ME,4x40,,TORNILLOME4X40,N,A,N,1,0,C,442E740E-C66D-42E1-A2B8-13932789721F,2020-06-24 14:14:48,2020-06-19 18:16:49,31161500,H87,,,,,,,,,,,,,,,,
KIT0001,LIMPIEZA COMERCIAL,KITS,N,PZ,1,"",0,0,0,P,1,,0,,0,0,0,0,0,K,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,"",N,A,N,1,0,C,8E853FE6-40B3-4328-96D7-1FB227555619,2020-06-19 18:21:34,2020-06-19 18:19:34,47132100,H87,,,,,,1,1,1,,"",,,,,,
KIT0002,LIMPIEZA INDUSTRIAL,KITS,N,PZ,1,"",0,0,0,P,1,,0,,0,0,0,0,0,K,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,"",N,A,N,1,0,C,14B85995-06AE-4474-91F3-50CEFBDCF942,2020-06-19 18:22:40,2020-06-19 18:21:34,47132101,H87,,,,,,1,1,1,,"",,,,,,
KIT0003,HERRAMIENTAS PARA ALBAÑIL,KITS,N,PZ,1,"",0,0,0,P,1,,0,,0,0,0,0,0,K,PZ,1,0,N,N,0,0,1,,0,0,0,0,,,,,"",N,A,N,1,0,C,4B878B81-66D7-40DB-A60D-7D39E0E31B42,2020-06-19 18:23:53,2020-06-19 18:22:41,27112200,H87,,,,,,1,1,1,,"",,,,,,
